time,value,label
10239,985.0,0.0
10240,997.0,0.0
10241,996.0,0.0
10242,1010.0,0.0
10243,1004.0,0.0
10244,1007.0,0.0
10245,1000.0,0.0
10246,1013.0,0.0
10247,1011.0,0.0
10248,1008.0,0.0
10249,1013.0,0.0
10250,1002.0,0.0
10251,1016.0,0.0
10252,1013.0,0.0
10253,1025.0,0.0
10254,1011.0,0.0
10255,1010.0,0.0
10256,1021.0,0.0
10257,1030.0,0.0
10258,1027.0,0.0
10259,1019.0,0.0
10260,1004.0,0.0
10261,993.0,0.0
10262,1020.0,0.0
10263,1027.0,0.0
10264,1024.0,0.0
10265,1006.0,0.0
10266,1013.0,0.0
10267,999.0,0.0
10268,1009.0,0.0
10269,1021.0,0.0
10270,1027.0,0.0
10271,1008.0,0.0
10272,1008.0,0.0
10273,1002.0,0.0
10274,1022.0,0.0
10275,1048.0,0.0
10276,1067.0,0.0
10277,1138.0,0.0
10278,1222.0,0.0
10279,1274.0,0.0
10280,1378.0,0.0
10281,1415.0,0.0
10282,1468.0,0.0
10283,1601.0,0.0
10284,1577.0,0.0
10285,1621.0,0.0
10286,1603.0,0.0
10287,1591.0,0.0
10288,1614.0,0.0
10289,1684.0,0.0
10290,1659.0,0.0
10291,1687.0,0.0
10292,1694.0,0.0
10293,1615.0,0.0
10294,1611.0,0.0
10295,1585.0,0.0
10296,1514.0,0.0
10297,1492.0,0.0
10298,1672.0,0.0
10299,1691.0,0.0
10300,1717.0,0.0
10301,1702.0,0.0
10302,1723.0,0.0
10303,1715.0,0.0
10304,1736.0,0.0
10305,1722.0,0.0
10306,1685.0,0.0
10307,1554.0,0.0
10308,1537.0,0.0
10309,1529.0,0.0
10310,1540.0,0.0
10311,1517.0,0.0
10312,1626.0,0.0
10313,1587.0,0.0
10314,1548.0,0.0
10315,1511.0,0.0
10316,1430.0,0.0
10317,1300.0,0.0
10318,1250.0,0.0
10319,1202.0,0.0
10320,1193.0,0.0
10321,1166.0,0.0
10322,1128.0,0.0
10323,1088.0,0.0
10324,1075.0,0.0
10325,1073.0,0.0
10326,1033.0,0.0
10327,1044.0,0.0
10328,1053.0,0.0
10329,1037.0,0.0
10330,1042.0,0.0
10331,1040.0,0.0
10332,1032.0,0.0
10333,1045.0,0.0
10334,1051.0,0.0
10335,1064.0,0.0
10336,1040.0,0.0
10337,1045.0,0.0
10338,1035.0,0.0
10339,1042.0,0.0
10340,1047.0,0.0
10341,1026.0,0.0
10342,1023.0,0.0
10343,1018.0,0.0
10344,1017.0,0.0
10345,1022.0,0.0
10346,1018.0,0.0
10347,1025.0,0.0
10348,1021.0,0.0
10349,1034.0,0.0
10350,1029.0,0.0
10351,1006.0,0.0
10352,1029.0,0.0
10353,1034.0,0.0
10354,1017.0,0.0
10355,1012.0,0.0
10356,1032.0,0.0
10357,1035.0,0.0
10358,1064.0,0.0
10359,1084.0,0.0
10360,1082.0,0.0
10361,1089.0,0.0
10362,1097.0,0.0
10363,1108.0,0.0
10364,1103.0,0.0
10365,834.0,0.0
10366,840.0,0.0
10367,882.0,0.0
10368,964.0,0.0
10369,1167.0,0.0
10370,1181.0,0.0
10371,1199.0,0.0
10372,1222.0,0.0
10373,1018.0,0.0
10374,1073.0,0.0
10375,1133.0,0.0
10376,1217.0,0.0
10377,1290.0,0.0
10378,1478.0,0.0
10379,1414.0,0.0
10380,1476.0,0.0
10381,1535.0,0.0
10382,1720.0,0.0
10383,1815.0,0.0
10384,1596.0,0.0
10385,1604.0,0.0
10386,1757.0,0.0
10387,1877.0,0.0
10388,1825.0,0.0
10389,1751.0,0.0
10390,1552.0,0.0
10391,1674.0,0.0
10392,1679.0,0.0
10393,1659.0,0.0
10394,1673.0,0.0
10395,1682.0,0.0
10396,1792.0,0.0
10397,1839.0,0.0
10398,1772.0,0.0
10399,1745.0,0.0
10400,1754.0,0.0
10401,1740.0,0.0
10402,1750.0,0.0
10403,1579.0,0.0
10404,1561.0,0.0
10405,1505.0,0.0
10406,1539.0,0.0
10407,1522.0,0.0
10408,1481.0,0.0
10409,1452.0,0.0
10410,1498.0,0.0
10411,1436.0,0.0
10412,1337.0,0.0
10413,1211.0,0.0
10414,1126.0,0.0
10415,1096.0,0.0
10416,1086.0,0.0
10417,1022.0,0.0
10418,1031.0,0.0
10419,999.0,0.0
10420,1026.0,0.0
10421,1038.0,0.0
10422,1027.0,0.0
10423,1033.0,0.0
10424,1043.0,0.0
10425,1025.0,0.0
10426,1026.0,0.0
10427,1024.0,0.0
10428,1031.0,0.0
10429,1024.0,0.0
10430,1028.0,0.0
10431,1026.0,0.0
10432,999.0,0.0
10433,1009.0,0.0
10434,988.0,0.0
10435,984.0,0.0
10436,998.0,0.0
10437,997.0,0.0
10438,1005.0,0.0
10439,1013.0,0.0
10440,1001.0,0.0
10441,998.0,0.0
10442,984.0,0.0
10443,975.0,0.0
10444,984.0,0.0
10445,986.0,0.0
10446,981.0,0.0
10447,979.0,0.0
10448,974.0,0.0
10449,962.0,0.0
10450,956.0,0.0
10451,981.0,0.0
10452,986.0,0.0
10453,993.0,0.0
10454,1005.0,0.0
10455,1008.0,0.0
10456,1008.0,0.0
10457,1014.0,0.0
10458,1039.0,0.0
10459,1029.0,0.0
10460,1037.0,0.0
10461,842.0,0.0
10462,827.0,0.0
10463,869.0,0.0
10464,869.0,0.0
10465,879.0,0.0
10466,940.0,0.0
10467,1026.0,0.0
10468,1063.0,0.0
10469,1144.0,0.0
10470,1158.0,0.0
10471,1219.0,0.0
10472,1278.0,0.0
10473,1329.0,0.0
10474,1379.0,0.0
10475,1446.0,0.0
10476,1545.0,0.0
10477,1565.0,0.0
10478,1582.0,0.0
10479,1706.0,0.0
10480,1759.0,0.0
10481,1661.0,0.0
10482,1668.0,0.0
10483,1705.0,0.0
10484,1687.0,0.0
10485,1674.0,0.0
10486,1562.0,0.0
10487,1495.0,0.0
10488,1479.0,0.0
10489,1468.0,0.0
10490,1475.0,0.0
10491,1480.0,0.0
10492,1565.0,0.0
10493,1627.0,0.0
10494,1593.0,0.0
10495,1594.0,0.0
10496,1610.0,0.0
10497,1576.0,0.0
10498,1443.0,0.0
10499,1337.0,0.0
10500,1360.0,0.0
10501,1346.0,0.0
10502,1299.0,0.0
10503,1260.0,0.0
10504,1357.0,0.0
10505,1357.0,0.0
10506,1308.0,0.0
10507,1275.0,0.0
10508,1241.0,0.0
10509,1178.0,0.0
10510,1132.0,0.0
10511,1105.0,0.0
10512,1086.0,0.0
10513,1069.0,0.0
10514,1053.0,0.0
10515,1013.0,0.0
10516,1000.0,0.0
10517,1004.0,0.0
10518,1004.0,0.0
10519,1006.0,0.0
10520,977.0,0.0
10521,989.0,0.0
10522,976.0,0.0
10523,980.0,0.0
10524,972.0,0.0
10525,959.0,0.0
10526,952.0,0.0
10527,961.0,0.0
10528,941.0,0.0
10529,938.0,0.0
10530,942.0,0.0
10531,955.0,0.0
10532,955.0,0.0
10533,965.0,0.0
10534,974.0,0.0
10535,975.0,0.0
10536,966.0,0.0
10537,948.0,0.0
10538,953.0,0.0
10539,941.0,0.0
10540,958.0,0.0
10541,954.0,0.0
10542,946.0,0.0
10543,964.0,0.0
10544,960.0,0.0
10545,945.0,0.0
10546,963.0,0.0
10547,947.0,0.0
10548,957.0,0.0
10549,950.0,0.0
10550,969.0,0.0
10551,963.0,0.0
10552,959.0,0.0
10553,970.0,0.0
10554,960.0,0.0
10555,960.0,0.0
10556,963.0,0.0
10557,956.0,0.0
10558,965.0,0.0
10559,960.0,0.0
10560,954.0,0.0
10561,957.0,0.0
10562,954.0,0.0
10563,952.0,0.0
10564,964.0,0.0
10565,972.0,0.0
10566,972.0,0.0
10567,966.0,0.0
10568,976.0,0.0
10569,962.0,0.0
10570,964.0,0.0
10571,958.0,0.0
10572,949.0,0.0
10573,948.0,0.0
10574,966.0,0.0
10575,958.0,0.0
10576,961.0,0.0
10577,948.0,0.0
10578,962.0,0.0
10579,943.0,0.0
10580,960.0,0.0
10581,949.0,0.0
10582,956.0,0.0
10583,954.0,0.0
10584,960.0,0.0
10585,957.0,0.0
10586,941.0,0.0
10587,943.0,0.0
10588,943.0,0.0
10589,953.0,0.0
10590,957.0,0.0
10591,934.0,0.0
10592,944.0,0.0
10593,920.0,0.0
10594,911.0,0.0
10595,898.0,0.0
10596,905.0,0.0
10597,914.0,0.0
10598,915.0,0.0
10599,913.0,0.0
10600,909.0,0.0
10601,906.0,0.0
10602,890.0,0.0
10603,888.0,0.0
10604,900.0,0.0
10605,891.0,0.0
10606,909.0,0.0
10607,906.0,0.0
10608,895.0,0.0
10609,919.0,0.0
10610,926.0,0.0
10611,929.0,0.0
10612,945.0,0.0
10613,939.0,0.0
10614,924.0,0.0
10615,919.0,0.0
10616,935.0,0.0
10617,922.0,0.0
10618,905.0,0.0
10619,905.0,0.0
10620,910.0,0.0
10621,910.0,0.0
10622,918.0,0.0
10623,892.0,0.0
10624,895.0,0.0
10625,898.0,0.0
10626,908.0,0.0
10627,907.0,0.0
10628,915.0,0.0
10629,925.0,0.0
10630,907.0,0.0
10631,918.0,0.0
10632,918.0,0.0
10633,919.0,0.0
10634,913.0,0.0
10635,916.0,0.0
10636,911.0,0.0
10637,923.0,0.0
10638,920.0,0.0
10639,916.0,0.0
10640,910.0,0.0
10641,902.0,0.0
10642,898.0,0.0
10643,894.0,0.0
10644,906.0,0.0
10645,896.0,0.0
10646,906.0,0.0
10647,915.0,0.0
10648,909.0,0.0
10649,914.0,0.0
10650,925.0,0.0
10651,915.0,0.0
10652,924.0,0.0
10653,912.0,0.0
10654,926.0,0.0
10655,931.0,0.0
10656,916.0,0.0
10657,920.0,0.0
10658,925.0,0.0
10659,914.0,0.0
10660,915.0,0.0
10661,915.0,0.0
10662,928.0,0.0
10663,919.0,0.0
10664,906.0,0.0
10665,913.0,0.0
10666,899.0,0.0
10667,901.0,0.0
10668,910.0,0.0
10669,901.0,0.0
10670,894.0,0.0
10671,906.0,0.0
10672,892.0,0.0
10673,901.0,0.0
10674,896.0,0.0
10675,900.0,0.0
10676,905.0,0.0
10677,908.0,0.0
10678,904.0,0.0
10679,887.0,0.0
10680,896.0,0.0
10681,895.0,0.0
10682,883.0,0.0
10683,896.0,0.0
10684,883.0,0.0
10685,888.0,0.0
10686,900.0,0.0
10687,897.0,0.0
10688,863.0,0.0
10689,862.0,0.0
10690,869.0,0.0
10691,867.0,0.0
10692,874.0,0.0
10693,886.0,0.0
10694,866.0,0.0
10695,883.0,0.0
10696,894.0,0.0
10697,888.0,0.0
10698,898.0,0.0
10699,898.0,0.0
10700,907.0,0.0
10701,909.0,0.0
10702,906.0,0.0
10703,907.0,0.0
10704,907.0,0.0
10705,922.0,0.0
10706,938.0,0.0
10707,930.0,0.0
10708,915.0,0.0
10709,933.0,0.0
10710,919.0,0.0
10711,931.0,0.0
10712,940.0,0.0
10713,938.0,0.0
10714,950.0,0.0
10715,962.0,0.0
10716,953.0,0.0
10717,960.0,0.0
10718,942.0,0.0
10719,941.0,0.0
10720,942.0,0.0
10721,947.0,0.0
10722,925.0,0.0
10723,943.0,0.0
10724,949.0,0.0
10725,934.0,0.0
10726,931.0,0.0
10727,941.0,0.0
10728,929.0,0.0
10729,941.0,0.0
10730,929.0,0.0
10731,926.0,0.0
10732,932.0,0.0
10733,943.0,0.0
10734,935.0,0.0
10735,921.0,0.0
10736,925.0,0.0
10737,936.0,0.0
10738,932.0,0.0
10739,921.0,0.0
10740,926.0,0.0
10741,918.0,0.0
10742,923.0,0.0
10743,927.0,0.0
10744,920.0,0.0
10745,913.0,0.0
10746,926.0,0.0
10747,925.0,0.0
10748,929.0,0.0
10749,928.0,0.0
10750,933.0,0.0
10751,926.0,0.0
10752,943.0,0.0
10753,963.0,0.0
10754,964.0,0.0
10755,978.0,0.0
10756,1021.0,0.0
10757,1046.0,0.0
10758,1095.0,0.0
10759,1143.0,0.0
10760,1267.0,0.0
10761,1303.0,0.0
10762,1370.0,0.0
10763,1514.0,0.0
10764,1561.0,0.0
10765,1637.0,0.0
10766,1631.0,0.0
10767,1694.0,0.0
10768,1724.0,0.0
10769,1713.0,0.0
10770,1725.0,0.0
10771,1809.0,0.0
10772,1865.0,0.0
10773,1841.0,0.0
10774,1863.0,0.0
10775,1635.0,0.0
10776,1673.0,0.0
10777,1687.0,0.0
10778,1725.0,0.0
10779,1718.0,0.0
10780,1698.0,0.0
10781,1735.0,0.0
10782,1687.0,0.0
10783,1645.0,0.0
10784,1646.0,0.0
10785,1568.0,0.0
10786,1554.0,0.0
10787,1645.0,0.0
10788,1567.0,0.0
10789,1506.0,0.0
10790,1508.0,0.0
10791,1507.0,0.0
10792,1491.0,0.0
10793,1488.0,0.0
10794,1453.0,0.0
10795,1412.0,0.0
10796,1319.0,0.0
10797,1309.0,0.0
10798,1250.0,0.0
10799,1186.0,0.0
10800,1152.0,0.0
10801,1126.0,0.0
10802,1101.0,0.0
10803,1058.0,0.0
10804,1035.0,0.0
10805,1019.0,0.0
10806,993.0,0.0
10807,1000.0,0.0
10808,992.0,0.0
10809,965.0,0.0
10810,971.0,0.0
10811,979.0,0.0
10812,975.0,0.0
10813,951.0,0.0
10814,945.0,0.0
10815,970.0,0.0
10816,969.0,0.0
10817,963.0,0.0
10818,981.0,0.0
10819,978.0,0.0
10820,986.0,0.0
10821,992.0,0.0
10822,1003.0,0.0
10823,1033.0,0.0
10824,1022.0,0.0
10825,1011.0,0.0
10826,1013.0,0.0
10827,1016.0,0.0
10828,996.0,0.0
10829,985.0,0.0
10830,994.0,0.0
10831,1009.0,0.0
10832,1019.0,0.0
10833,1012.0,0.0
10834,1028.0,0.0
10835,1036.0,0.0
10836,1038.0,0.0
10837,1042.0,0.0
10838,1039.0,0.0
10839,1044.0,0.0
10840,1034.0,0.0
10841,1045.0,0.0
10842,1046.0,0.0
10843,1037.0,0.0
10844,1046.0,0.0
10845,942.0,0.0
10846,942.0,0.0
10847,948.0,0.0
10848,962.0,0.0
10849,974.0,0.0
10850,987.0,0.0
10851,994.0,0.0
10852,1037.0,0.0
10853,1114.0,0.0
10854,1157.0,0.0
10855,1224.0,0.0
10856,1321.0,0.0
10857,1380.0,0.0
10858,1476.0,0.0
10859,1617.0,0.0
10860,1688.0,0.0
10861,1768.0,0.0
10862,1755.0,0.0
10863,1665.0,0.0
10864,1748.0,0.0
10865,1677.0,0.0
10866,1679.0,0.0
10867,1646.0,0.0
10868,1649.0,0.0
10869,1690.0,0.0
10870,1655.0,0.0
10871,1660.0,0.0
10872,1681.0,0.0
10873,1715.0,0.0
10874,1727.0,0.0
10875,1746.0,0.0
10876,1737.0,0.0
10877,1711.0,0.0
10878,1673.0,0.0
10879,1706.0,0.0
10880,1637.0,0.0
10881,1581.0,0.0
10882,1532.0,0.0
10883,1539.0,0.0
10884,1536.0,0.0
10885,1550.0,0.0
10886,1508.0,0.0
10887,1570.0,0.0
10888,1573.0,0.0
10889,1568.0,0.0
10890,1523.0,0.0
10891,1459.0,0.0
10892,1370.0,0.0
10893,1251.0,0.0
10894,1194.0,0.0
10895,1133.0,0.0
10896,1101.0,0.0
10897,1072.0,0.0
10898,1064.0,0.0
10899,1021.0,0.0
10900,1000.0,0.0
10901,998.0,0.0
10902,998.0,0.0
10903,1016.0,0.0
10904,1008.0,0.0
10905,1005.0,0.0
10906,996.0,0.0
10907,996.0,0.0
10908,997.0,0.0
10909,989.0,0.0
10910,982.0,0.0
10911,969.0,0.0
10912,982.0,0.0
10913,970.0,0.0
10914,967.0,0.0
10915,959.0,0.0
10916,970.0,0.0
10917,951.0,0.0
10918,958.0,0.0
10919,969.0,0.0
10920,960.0,0.0
10921,970.0,0.0
10922,968.0,0.0
10923,968.0,0.0
10924,975.0,0.0
10925,962.0,0.0
10926,963.0,0.0
10927,965.0,0.0
10928,971.0,0.0
10929,965.0,0.0
10930,972.0,0.0
10931,964.0,0.0
10932,966.0,0.0
10933,979.0,0.0
10934,987.0,0.0
10935,989.0,0.0
10936,1007.0,0.0
10937,979.0,0.0
10938,1006.0,0.0
10939,1008.0,0.0
10940,1016.0,0.0
10941,916.0,0.0
10942,919.0,0.0
10943,922.0,0.0
10944,947.0,0.0
10945,959.0,0.0
10946,971.0,0.0
10947,1002.0,0.0
10948,1018.0,0.0
10949,1081.0,0.0
10950,1136.0,0.0
10951,1170.0,0.0
10952,1223.0,0.0
10953,1278.0,0.0
10954,1474.0,0.0
10955,1590.0,0.0
10956,1615.0,0.0
10957,1630.0,0.0
10958,1797.0,0.0
10959,1840.0,0.0
10960,1723.0,0.0
10961,1652.0,0.0
10962,1678.0,0.0
10963,1692.0,0.0
10964,1684.0,0.0
10965,1711.0,0.0
10966,1674.0,0.0
10967,1678.0,0.0
10968,1762.0,0.0
10969,1780.0,0.0
10970,1796.0,0.0
10971,1786.0,0.0
10972,1798.0,0.0
10973,1829.0,0.0
10974,1802.0,0.0
10975,1727.0,0.0
10976,1697.0,0.0
10977,1645.0,0.0
10978,1595.0,0.0
10979,1613.0,0.0
10980,1644.0,0.0
10981,1624.0,0.0
10982,1709.0,0.0
10983,1687.0,0.0
10984,1677.0,0.0
10985,1641.0,0.0
10986,1630.0,0.0
10987,1564.0,0.0
10988,1473.0,0.0
10989,1336.0,0.0
10990,1269.0,0.0
10991,1218.0,0.0
10992,1184.0,0.0
10993,1132.0,0.0
10994,1081.0,0.0
10995,1021.0,0.0
10996,1008.0,0.0
10997,1049.0,0.0
10998,1037.0,0.0
10999,1030.0,0.0
11000,1058.0,0.0
11001,990.0,0.0
11002,1004.0,0.0
11003,995.0,0.0
11004,1020.0,0.0
11005,1006.0,0.0
11006,1004.0,0.0
11007,995.0,0.0
11008,996.0,0.0
11009,988.0,0.0
11010,983.0,0.0
11011,983.0,0.0
11012,993.0,0.0
11013,986.0,0.0
11014,974.0,0.0
11015,987.0,0.0
11016,982.0,0.0
11017,967.0,0.0
11018,959.0,0.0
11019,990.0,0.0
11020,967.0,0.0
11021,975.0,0.0
11022,957.0,0.0
11023,966.0,0.0
11024,947.0,0.0
11025,955.0,0.0
11026,946.0,0.0
11027,944.0,0.0
11028,935.0,0.0
11029,943.0,0.0
11030,937.0,0.0
11031,947.0,0.0
11032,1008.0,0.0
11033,1075.0,0.0
11034,1044.0,0.0
11035,1035.0,0.0
11036,1070.0,0.0
11037,978.0,0.0
11038,946.0,0.0
11039,949.0,0.0
11040,947.0,0.0
11041,969.0,0.0
11042,975.0,0.0
11043,970.0,0.0
11044,991.0,0.0
11045,1071.0,0.0
11046,1109.0,0.0
11047,1132.0,0.0
11048,1202.0,0.0
11049,1331.0,0.0
11050,1478.0,0.0
11051,1536.0,0.0
11052,1617.0,0.0
11053,1649.0,0.0
11054,1633.0,0.0
11055,1733.0,0.0
11056,1715.0,0.0
11057,1677.0,0.0
11058,1716.0,0.0
11059,1738.0,0.0
11060,1712.0,0.0
11061,1760.0,0.0
11062,1761.0,0.0
11063,1754.0,0.0
11064,1803.0,0.0
11065,1732.0,0.0
11066,1758.0,0.0
11067,1796.0,0.0
11068,1749.0,0.0
11069,1715.0,0.0
11070,1665.0,0.0
11071,1677.0,0.0
11072,1705.0,0.0
11073,1695.0,0.0
11074,1651.0,0.0
11075,1661.0,0.0
11076,1729.0,0.0
11077,1730.0,0.0
11078,1660.0,0.0
11079,1595.0,0.0
11080,1522.0,0.0
11081,1538.0,0.0
11082,1514.0,0.0
11083,1402.0,0.0
11084,1370.0,0.0
11085,1373.0,0.0
11086,1285.0,0.0
11087,1277.0,0.0
11088,1192.0,0.0
11089,1131.0,0.0
11090,1170.0,0.0
11091,1078.0,0.0
11092,1051.0,0.0
11093,1073.0,0.0
11094,1065.0,0.0
11095,1068.0,0.0
11096,1009.0,0.0
11097,989.0,0.0
11098,979.0,0.0
11099,981.0,0.0
11100,1004.0,0.0
11101,979.0,0.0
11102,956.0,0.0
11103,975.0,0.0
11104,982.0,0.0
11105,991.0,0.0
11106,1007.0,0.0
11107,981.0,0.0
11108,973.0,0.0
11109,973.0,0.0
11110,967.0,0.0
11111,963.0,0.0
11112,968.0,0.0
11113,977.0,0.0
11114,968.0,0.0
11115,956.0,0.0
11116,961.0,0.0
11117,965.0,0.0
11118,986.0,0.0
11119,970.0,0.0
11120,969.0,0.0
11121,1026.0,0.0
11122,1019.0,0.0
11123,1005.0,0.0
11124,1000.0,0.0
11125,980.0,0.0
11126,975.0,0.0
11127,1003.0,0.0
11128,1033.0,0.0
11129,1041.0,0.0
11130,1062.0,0.0
11131,1030.0,0.0
11132,1014.0,0.0
11133,784.0,0.0
11134,801.0,0.0
11135,819.0,0.0
11136,824.0,0.0
11137,952.0,0.0
11138,991.0,0.0
11139,1055.0,0.0
11140,1069.0,0.0
11141,1144.0,0.0
11142,1183.0,0.0
11143,1239.0,0.0
11144,1336.0,0.0
11145,1383.0,0.0
11146,1434.0,0.0
11147,1536.0,0.0
11148,1587.0,0.0
11149,1585.0,0.0
11150,1594.0,0.0
11151,1623.0,0.0
11152,1702.0,0.0
11153,1716.0,0.0
11154,1687.0,0.0
11155,1749.0,0.0
11156,1718.0,0.0
11157,1719.0,0.0
11158,1690.0,0.0
11159,1581.0,0.0
11160,1529.0,0.0
11161,1527.0,0.0
11162,1562.0,0.0
11163,1664.0,0.0
11164,1800.0,0.0
11165,1792.0,0.0
11166,1801.0,0.0
11167,1784.0,0.0
11168,1783.0,0.0
11169,1715.0,0.0
11170,1665.0,0.0
11171,1620.0,0.0
11172,1624.0,0.0
11173,1563.0,0.0
11174,1544.0,0.0
11175,1508.0,0.0
11176,1524.0,0.0
11177,1490.0,0.0
11178,1440.0,0.0
11179,1448.0,0.0
11180,1387.0,0.0
11181,1287.0,0.0
11182,1214.0,0.0
11183,1180.0,0.0
11184,1128.0,0.0
11185,1109.0,0.0
11186,1089.0,0.0
11187,1050.0,0.0
11188,1006.0,0.0
11189,1016.0,0.0
11190,1049.0,0.0
11191,1065.0,0.0
11192,1077.0,0.0
11193,1067.0,0.0
11194,1067.0,0.0
11195,1067.0,0.0
11196,1014.0,0.0
11197,1040.0,0.0
11198,1017.0,0.0
11199,1031.0,0.0
11200,1044.0,0.0
11201,1023.0,0.0
11202,1018.0,0.0
11203,1019.0,0.0
11204,985.0,0.0
11205,1020.0,0.0
11206,1021.0,0.0
11207,1006.0,0.0
11208,1039.0,0.0
11209,1047.0,0.0
11210,1057.0,0.0
11211,1031.0,0.0
11212,1034.0,0.0
11213,1032.0,0.0
11214,1032.0,0.0
11215,1028.0,0.0
11216,1042.0,0.0
11217,1064.0,0.0
11218,1052.0,0.0
11219,1008.0,0.0
11220,947.0,0.0
11221,943.0,0.0
11222,1005.0,0.0
11223,1000.0,0.0
11224,956.0,0.0
11225,931.0,0.0
11226,931.0,0.0
11227,955.0,0.0
11228,963.0,0.0
11229,956.0,0.0
11230,957.0,0.0
11231,993.0,0.0
11232,944.0,0.0
11233,973.0,0.0
11234,951.0,0.0
11235,978.0,0.0
11236,982.0,0.0
11237,1067.0,0.0
11238,1123.0,0.0
11239,1102.0,0.0
11240,1117.0,0.0
11241,1162.0,0.0
11242,1134.0,0.0
11243,1207.0,0.0
11244,1275.0,0.0
11245,1348.0,0.0
11246,1431.0,0.0
11247,1389.0,0.0
11248,1408.0,0.0
11249,1414.0,0.0
11250,1344.0,0.0
11251,1356.0,0.0
11252,1344.0,0.0
11253,1337.0,0.0
11254,1401.0,0.0
11255,1352.0,0.0
11256,1383.0,0.0
11257,1439.0,0.0
11258,1416.0,0.0
11259,1468.0,0.0
11260,1447.0,0.0
11261,1460.0,0.0
11262,1464.0,0.0
11263,1433.0,0.0
11264,1419.0,0.0
11265,1422.0,0.0
11266,1394.0,0.0
11267,1377.0,0.0
11268,1378.0,0.0
11269,1346.0,0.0
11270,1351.0,0.0
11271,1315.0,0.0
11272,1325.0,0.0
11273,1352.0,0.0
11274,1244.0,0.0
11275,1126.0,0.0
11276,1087.0,0.0
11277,1075.0,0.0
11278,1091.0,0.0
11279,1034.0,0.0
11280,1052.0,0.0
11281,1005.0,0.0
11282,1017.0,0.0
11283,965.0,0.0
11284,971.0,0.0
11285,958.0,0.0
11286,964.0,0.0
11287,987.0,0.0
11288,981.0,0.0
11289,985.0,0.0
11290,947.0,0.0
11291,914.0,0.0
11292,933.0,0.0
11293,918.0,0.0
11294,921.0,0.0
11295,901.0,0.0
11296,892.0,0.0
11297,897.0,0.0
11298,869.0,0.0
11299,900.0,0.0
11300,892.0,0.0
11301,885.0,0.0
11302,888.0,0.0
11303,916.0,0.0
11304,962.0,0.0
11305,957.0,0.0
11306,955.0,0.0
11307,945.0,0.0
11308,935.0,0.0
11309,928.0,0.0
11310,921.0,0.0
11311,905.0,0.0
11312,906.0,0.0
11313,924.0,0.0
11314,903.0,0.0
11315,888.0,0.0
11316,900.0,0.0
11317,901.0,0.0
11318,907.0,0.0
11319,901.0,0.0
11320,922.0,0.0
11321,896.0,0.0
11322,930.0,0.0
11323,927.0,0.0
11324,894.0,0.0
11325,905.0,0.0
11326,885.0,0.0
11327,852.0,0.0
11328,864.0,0.0
11329,875.0,0.0
11330,867.0,0.0
11331,905.0,0.0
11332,902.0,0.0
11333,903.0,0.0
11334,892.0,0.0
11335,896.0,0.0
11336,884.0,0.0
11337,890.0,0.0
11338,875.0,0.0
11339,883.0,0.0
11340,885.0,0.0
11341,867.0,0.0
11342,855.0,0.0
11343,843.0,0.0
11344,838.0,0.0
11345,862.0,0.0
11346,838.0,0.0
11347,857.0,0.0
11348,868.0,0.0
11349,897.0,0.0
11350,896.0,0.0
11351,911.0,0.0
11352,906.0,0.0
11353,905.0,0.0
11354,897.0,0.0
11355,879.0,0.0
11356,897.0,0.0
11357,903.0,0.0
11358,880.0,0.0
11359,889.0,0.0
11360,867.0,0.0
11361,876.0,0.0
11362,903.0,0.0
11363,900.0,0.0
11364,900.0,0.0
11365,902.0,0.0
11366,923.0,0.0
11367,906.0,0.0
11368,927.0,0.0
11369,913.0,0.0
11370,918.0,0.0
11371,904.0,0.0
11372,915.0,0.0
11373,906.0,0.0
11374,902.0,0.0
11375,816.0,0.0
11376,797.0,0.0
11377,844.0,0.0
11378,819.0,0.0
11379,784.0,0.0
11380,830.0,0.0
11381,838.0,0.0
11382,896.0,0.0
11383,915.0,0.0
11384,950.0,0.0
11385,941.0,0.0
11386,930.0,0.0
11387,930.0,0.0
11388,931.0,0.0
11389,948.0,0.0
11390,947.0,0.0
11391,927.0,0.0
11392,867.0,0.0
11393,876.0,0.0
11394,861.0,0.0
11395,845.0,0.0
11396,873.0,0.0
11397,882.0,0.0
11398,909.0,0.0
11399,905.0,0.0
11400,922.0,0.0
11401,940.0,0.0
11402,927.0,0.0
11403,954.0,0.0
11404,947.0,0.0
11405,941.0,0.0
11406,928.0,0.0
11407,921.0,0.0
11408,925.0,0.0
11409,934.0,0.0
11410,926.0,0.0
11411,901.0,0.0
11412,885.0,0.0
11413,925.0,0.0
11414,918.0,0.0
11415,923.0,0.0
11416,920.0,0.0
11417,927.0,0.0
11418,910.0,0.0
11419,920.0,0.0
11420,901.0,0.0
11421,905.0,0.0
11422,911.0,0.0
11423,912.0,0.0
11424,915.0,0.0
11425,932.0,0.0
11426,929.0,0.0
11427,937.0,0.0
11428,965.0,0.0
11429,1052.0,0.0
11430,1113.0,0.0
11431,1167.0,0.0
11432,1240.0,0.0
11433,1315.0,0.0
11434,1354.0,0.0
11435,1446.0,0.0
11436,1510.0,0.0
11437,1559.0,0.0
11438,1593.0,0.0
11439,1668.0,0.0
11440,1702.0,0.0
11441,1629.0,0.0
11442,1662.0,0.0
11443,1655.0,0.0
11444,1586.0,0.0
11445,1591.0,0.0
11446,1626.0,0.0
11447,1604.0,0.0
11448,1623.0,0.0
11449,1593.0,0.0
11450,1587.0,0.0
