time,value
6337,958
6338,935
6339,902
6340,877
6341,913
6342,895
6343,888
6344,931
6345,947
6346,986
6347,931
6348,960
6349,913
6350,889
6351,887
6352,915
6353,897
6354,888
6355,884
6356,919
6357,940
6358,940
6359,954
6360,964
6361,926
6362,929
6363,918
6364,950
6365,932
6366,926
6367,942
6368,933
6369,936
6370,939
6371,944
6372,950
6373,938
6374,945
6375,945
6376,930
6377,946
6378,927
6379,942
6380,934
6381,944
6382,944
6383,945
6384,937
6385,932
6386,935
6387,932
6388,930
6389,927
6390,916
6391,920
6392,905
6393,901
6394,918
6395,913
6396,914
6397,917
6398,927
6399,914
6400,928
6401,922
6402,931
6403,920
6404,930
6405,916
6406,910
6407,901
6408,913
6409,914
6410,923
6411,921
6412,892
6413,910
6414,922
6415,926
6416,928
6417,927
6418,930
6419,916
6420,902
6421,882
6422,908
6423,918
6424,925
6425,911
6426,936
6427,946
6428,940
6429,940
6430,925
6431,933
6432,912
6433,918
6434,903
6435,903
6436,922
6437,916
6438,913
6439,897
6440,892
6441,886
6442,898
6443,888
6444,891
6445,891
6446,871
6447,887
6448,897
6449,874
6450,888
6451,883
6452,907
6453,898
6454,896
6455,902
6456,897
6457,891
6458,913
6459,899
6460,902
6461,929
6462,912
6463,941
6464,942
6465,937
6466,956
6467,945
6468,948
6469,941
6470,941
6471,943
6472,939
6473,950
6474,955
6475,959
6476,961
6477,924
6478,954
6479,918
6480,898
6481,913
6482,858
6483,884
6484,888
6485,876
6486,852
6487,852
6488,900
6489,896
6490,886
6491,888
6492,874
6493,889
6494,852
6495,861
6496,846
6497,827
6498,850
6499,889
6500,932
6501,894
6502,908
6503,923
6504,918
6505,929
6506,919
6507,935
6508,945
6509,913
6510,926
6511,917
6512,957
6513,944
6514,929
6515,894
6516,923
6517,901
6518,876
6519,907
6520,927
6521,926
6522,936
6523,931
6524,912
6525,927
6526,911
6527,944
6528,930
6529,917
6530,900
6531,904
6532,921
6533,936
6534,933
6535,940
6536,934
6537,926
6538,913
6539,924
6540,931
6541,922
6542,922
6543,951
6544,939
6545,943
6546,958
6547,959
6548,957
6549,966
6550,969
6551,972
6552,983
6553,1025
6554,1046
6555,1100
6556,1097
6557,1161
6558,1195
6559,1246
6560,1337
6561,1514
6562,1544
6563,1558
6564,1606
6565,1727
6566,1707
6567,1682
6568,1721
6569,1751
6570,1683
6571,1651
6572,1648
6573,1635
6574,1620
6575,1580
6576,1598
6577,1604
6578,1565
6579,1573
6580,1572
6581,1568
6582,1578
6583,1578
6584,1548
6585,1570
6586,1566
6587,1520
6588,1497
6589,1506
6590,1496
6591,1470
6592,1477
6593,1432
6594,1367
6595,1272
6596,1227
6597,1186
6598,1154
6599,1141
6600,1097
6601,1049
6602,1045
6603,1065
6604,1043
6605,1033
6606,1017
6607,1018
6608,1022
6609,991
6610,1028
6611,993
6612,974
6613,977
6614,970
6615,967
6616,975
6617,970
6618,972
6619,974
6620,968
6621,965
6622,973
6623,960
6624,965
6625,965
6626,966
6627,959
6628,960
6629,946
6630,967
6631,956
6632,953
6633,956
6634,963
6635,952
6636,959
6637,965
6638,957
6639,966
6640,969
6641,977
6642,975
6643,987
6644,977
6645,985
6646,989
6647,1006
6648,1028
6649,1064
6650,1141
6651,1168
6652,1172
6653,1238
6654,1281
6655,1364
6656,1457
6657,1540
6658,1682
6659,1688
6660,1703
6661,1824
6662,1815
6663,1734
6664,1756
6665,1790
6666,1784
6667,1785
6668,1802
6669,1822
6670,1753
6671,1721
6672,1717
6673,1701
6674,1719
6675,1724
6676,1733
6677,1692
6678,1736
6679,1725
6680,1736
6681,1675
6682,1734
6683,1715
6684,1718
6685,1651
6686,1618
6687,1583
6688,1575
6689,1571
6690,1484
6691,1389
6692,1322
6693,1235
6694,1195
6695,1138
6696,1114
6697,1079
6698,1064
6699,1065
6700,1061
6701,1070
6702,1069
6703,1041
6704,1027
6705,1014
6706,991
6707,968
6708,958
6709,968
6710,1003
6711,1015
6712,1016
6713,1005
6714,1003
6715,1001
6716,1004
6717,1018
6718,1017
6719,1012
6720,982
6721,991
6722,1009
6723,1003
6724,972
6725,967
6726,959
6727,936
6728,968
6729,933
6730,960
6731,959
6732,956
6733,932
6734,978
6735,912
6736,932
6737,916
6738,939
6739,910
6740,943
6741,956
6742,901
6743,982
6744,948
6745,999
6746,1017
6747,1026
6748,1145
6749,1176
6750,1248
6751,1377
6752,1469
6753,1582
6754,1602
6755,1648
6756,1662
6757,1686
6758,1708
6759,1643
6760,1660
6761,1704
6762,1707
6763,1749
6764,1738
6765,1731
6766,1703
6767,1698
6768,1707
6769,1704
6770,1703
6771,1692
6772,1693
6773,1711
6774,1746
6775,1737
6776,1683
6777,1661
6778,1695
6779,1662
6780,1633
6781,1609
6782,1544
6783,1479
6784,1355
6785,1328
6786,1413
6787,1360
6788,1292
6789,1204
6790,1192
6791,1167
6792,1129
6793,1068
6794,1043
6795,1004
6796,1024
6797,1000
6798,1005
6799,1030
6800,1023
6801,1037
6802,1055
6803,1044
6804,1037
6805,1052
6806,1026
6807,974
6808,947
6809,957
6810,947
6811,954
6812,950
6813,966
6814,965
6815,959
6816,940
6817,949
6818,947
6819,988
6820,983
6821,981
6822,970
6823,1000
6824,998
6825,946
6826,958
6827,954
6828,959
6829,986
6830,966
6831,957
6832,998
6833,1055
6834,1029
6835,1000
6836,1014
6837,1054
6838,966
6839,945
6840,978
6841,1003
6842,1037
6843,1066
6844,1101
6845,1151
6846,1200
6847,1320
6848,1337
6849,1561
6850,1556
6851,1624
6852,1713
6853,1746
6854,1703
6855,1709
6856,1771
6857,1759
6858,1691
6859,1690
6860,1728
6861,1666
6862,1684
6863,1689
6864,1654
6865,1662
6866,1761
6867,1736
6868,1706
6869,1656
6870,1661
6871,1684
6872,1655
6873,1637
6874,1664
6875,1684
6876,1596
6877,1585
6878,1523
6879,1525
6880,1481
6881,1458
6882,1324
6883,1156
6884,1104
6885,1055
6886,1022
6887,1003
6888,1099
6889,1081
6890,1071
6891,1096
6892,986
6893,984
6894,921
6895,948
6896,949
6897,1063
6898,1042
6899,993
6900,1001
6901,955
6902,898
6903,917
6904,911
6905,951
6906,909
6907,933
6908,914
6909,982
6910,1003
6911,993
6912,1036
6913,1027
6914,1010
6915,942
6916,946
6917,911
6918,882
6919,901
6920,890
6921,926
6922,949
6923,982
6924,979
6925,965
6926,911
6927,927
6928,941
6929,931
6930,934
6931,948
6932,970
6933,971
6934,1014
6935,1031
6936,1065
6937,1095
6938,1064
6939,1072
6940,1062
6941,1123
6942,1201
6943,1309
6944,1396
6945,1540
6946,1646
6947,1704
6948,1743
6949,1801
6950,1843
6951,1709
6952,1702
6953,1760
6954,1753
6955,1698
6956,1711
6957,1641
6958,1649
6959,1624
6960,1677
6961,1757
6962,1781
6963,1781
6964,1785
6965,1740
6966,1767
6967,1770
6968,1697
6969,1682
6970,1709
6971,1702
6972,1637
6973,1586
6974,1559
6975,1502
6976,1474
6977,1429
6978,1345
6979,1243
6980,1203
6981,1130
6982,1082
6983,1060
6984,1033
6985,991
6986,984
6987,1031
6988,1014
6989,992
6990,1026
6991,1045
6992,1070
6993,1069
6994,1053
6995,1109
6996,1123
6997,1050
6998,1027
6999,1004
7000,923
7001,974
7002,859
7003,879
7004,915
7005,930
7006,963
7007,970
7008,989
7009,971
7010,994
7011,1016
7012,1031
7013,1057
7014,1029
7015,1019
7016,1043
7017,1035
7018,1032
7019,1024
7020,949
7021,919
7022,915
7023,946
7024,942
7025,960
7026,971
7027,1000
7028,969
7029,970
7030,947
7031,1021
7032,988
7033,997
7034,994
7035,972
7036,982
7037,957
7038,939
7039,918
7040,916
7041,914
7042,930
7043,927
7044,950
7045,970
7046,929
7047,940
7048,975
7049,983
7050,936
7051,935
7052,936
7053,905
7054,918
7055,952
7056,923
7057,944
7058,914
7059,918
7060,962
7061,909
7062,922
7063,935
7064,923
7065,919
7066,900
7067,915
7068,925
7069,912
7070,928
7071,951
7072,992
7073,1017
7074,1004
7075,1023
7076,968
7077,925
7078,927
7079,898
7080,909
7081,925
7082,862
7083,849
7084,841
7085,848
7086,885
7087,914
7088,918
7089,953
7090,968
7091,947
7092,966
7093,935
7094,907
7095,912
7096,926
7097,983
7098,973
7099,960
7100,920
7101,935
7102,934
7103,945
7104,939
7105,929
7106,928
7107,895
7108,943
7109,937
7110,933
7111,935
7112,914
7113,925
7114,923
7115,909
7116,910
7117,916
7118,907
7119,906
7120,916
7121,906
7122,912
7123,907
7124,900
7125,923
7126,909
7127,914
7128,919
7129,902
7130,903
7131,892
7132,891
7133,880
7134,866
7135,864
7136,848
7137,912
7138,902
7139,911
7140,924
7141,902
7142,920
7143,921
7144,930
7145,913
7146,901
7147,874
7148,857
7149,858
7150,874
7151,891
7152,904
7153,916
7154,896
7155,935
7156,926
7157,956
7158,924
7159,893
7160,900
7161,890
7162,843
7163,872
7164,846
7165,831
7166,884
7167,995
7168,888
7169,874
7170,889
7171,877
7172,877
7173,873
7174,889
7175,908
7176,886
7177,934
7178,963
7179,1003
7180,931
7181,932
7182,908
7183,920
7184,881
7185,929
7186,947
7187,958
7188,967
7189,969
7190,976
7191,944
7192,922
7193,943
7194,949
7195,935
7196,934
7197,894
7198,893
7199,899
7200,927
7201,952
7202,938
7203,961
7204,964
7205,969
7206,941
7207,932
7208,981
7209,971
7210,903
7211,932
7212,997
7213,957
7214,961
7215,997
7216,920
7217,870
7218,931
7219,927
7220,968
7221,1046
7222,984
7223,1024
7224,1065
7225,1057
7226,1068
7227,1126
7228,1111
7229,1162
7230,1210
7231,1246
7232,1322
7233,1500
7234,1554
7235,1561
7236,1601
7237,1655
7238,1641
7239,1616
7240,1622
7241,1659
7242,1666
7243,1641
7244,1668
7245,1672
7246,1666
7247,1660
7248,1671
7249,1620
7250,1623
7251,1626
7252,1624
7253,1631
7254,1682
7255,1696
7256,1622
7257,1597
7258,1621
7259,1632
7260,1576
7261,1572
7262,1554
7263,1563
7264,1554
7265,1524
7266,1452
7267,1295
7268,1253
7269,1208
7270,1198
7271,1163
7272,1134
7273,1085
7274,1059
7275,1079
7276,1085
7277,1056
7278,1040
7279,1019
7280,1031
7281,1040
7282,1050
7283,1049
7284,1025
7285,1024
7286,1030
7287,1037
7288,1046
7289,1027
7290,1028
7291,1008
7292,1034
7293,1046
7294,1035
7295,1036
7296,1056
7297,1051
7298,1062
7299,1072
7300,1056
7301,1065
7302,1031
7303,1000
7304,991
7305,948
7306,976
7307,988
7308,993
7309,1021
7310,1043
7311,1052
7312,1038
7313,1057
7314,1040
7315,1068
7316,1052
7317,1022
7318,1018
7319,1059
7320,1063
7321,1075
7322,1118
7323,1145
7324,1207
7325,1268
7326,1342
7327,1448
7328,1571
7329,1768
7330,1775
7331,1741
7332,1792
7333,1840
7334,1808
7335,1686
7336,1747
7337,1805
7338,1785
7339,1754
7340,1763
7341,1744
7342,1732
7343,1675
7344,1634
7345,1751
7346,1749
7347,1750
7348,1782
7349,1788
7350,1738
7351,1741
7352,1790
7353,1703
7354,1738
7355,1703
7356,1719
7357,1775
7358,1724
7359,1667
7360,1660
7361,1632
7362,1505
7363,1357
7364,1283
7365,1074
7366,1003
7367,1029
7368,1085
7369,1269
7370,1289
7371,1227
7372,1211
7373,1097
7374,1045
7375,1032
7376,987
7377,986
7378,999
7379,949
7380,953
7381,942
7382,955
7383,977
7384,1019
7385,1053
7386,1057
7387,1049
7388,1061
7389,1104
7390,1036
7391,992
7392,1026
7393,1006
7394,975
7395,953
7396,1000
7397,968
7398,1021
7399,1023
7400,1024
7401,972
7402,929
7403,1016
7404,977
7405,980
7406,964
7407,1094
7408,1030
7409,995
7410,1014
7411,1163
7412,1081
7413,912
7414,915
7415,918
7416,1047
7417,995
7418,1057
7419,1101
7420,1185
7421,1234
7422,1337
7423,1437
7424,1533
7425,1672
7426,1709
7427,1741
7428,1770
7429,1797
7430,1785
7431,1766
7432,1756
7433,1744
7434,1668
7435,1723
7436,1751
7437,1729
7438,1724
7439,1638
7440,1571
7441,1574
7442,1642
7443,1720
7444,1722
7445,1753
7446,1702
7447,1649
7448,1608
7449,1714
7450,1729
7451,1615
7452,1624
7453,1541
7454,1553
7455,1473
7456,1515
7457,1537
7458,1508
7459,1345
7460,1350
7461,1246
7462,1246
7463,1197
7464,1216
7465,1125
7466,1149
7467,1097
7468,1101
7469,1080
7470,1027
7471,1010
7472,1052
7473,1018
7474,1035
7475,994
7476,1067
7477,1031
7478,1080
7479,1068
7480,1091
7481,1096
7482,1105
7483,1099
7484,1090
7485,1081
7486,1074
7487,1091
7488,1057
7489,1068
7490,1071
7491,1075
7492,1051
7493,1060
7494,1070
7495,1059
7496,1058
7497,1045
7498,1058
7499,1066
7500,1047
7501,1051
7502,1058
7503,1063
7504,1044
7505,1057
7506,1047
7507,1040
7508,1029
7509,1046
7510,1034
7511,1054
7512,1083
7513,1106
7514,1122
7515,1144
7516,1181
7517,1224
7518,1276
7519,1317
7520,1435
7521,1613
7522,1553
7523,1611
7524,1709
7525,1773
7526,1827
7527,1751
7528,1773
7529,1730
7530,1703
7531,1759
7532,1743
7533,1784
7534,1789
7535,1731
7536,1776
7537,1712
7538,1773
7539,1754
7540,1755
7541,1725
7542,1682
7543,1667
7544,1688
7545,1722
7546,1704
7547,1694
7548,1703
7549,1635
7550,1628
7551,1571
7552,1543
7553,1461
7554,1401
7555,1272
7556,1204
7557,1142
7558,1168
7559,1138
7560,1126
7561,1116
7562,1080
7563,1078
7564,1083
7565,1058
7566,1075
7567,1074
7568,1042
7569,1059
7570,1038
7571,1048
7572,1054
7573,1121
7574,1099
7575,1107
7576,1030
7577,1006
7578,1031
7579,1131
7580,1096
7581,1093
7582,1103
7583,1016
7584,1009
7585,963
7586,983
7587,933
7588,1008
7589,1012
7590,1027
7591,993
7592,999
7593,980
7594,991
7595,1006
7596,1020
7597,1011
7598,1041
7599,1040
7600,1019
7601,1049
7602,1012
7603,1186
7604,1033
7605,1003
7606,1025
7607,1045
7608,1078
7609,1088
7610,1065
7611,1185
7612,1194
7613,1229
7614,1294
7615,1395
7616,1528
7617,1597
7618,1676
7619,1682
7620,1795
7621,1805
7622,1824
7623,1734
7624,1786
7625,1741
7626,1771
7627,1790
7628,1701
7629,1696
7630,1733
7631,1739
7632,1747
7633,1643
7634,1679
7635,1603
7636,1618
7637,1619
7638,1642
7639,1649
7640,1591
7641,1569
7642,1593
7643,1577
7644,1557
7645,1537
7646,1509
7647,1489
7648,1420
7649,1313
7650,1340
7651,1269
7652,1223
7653,1173
7654,1160
7655,1176
7656,1145
7657,1112
7658,1081
7659,1074
7660,1077
7661,1055
7662,1049
7663,1061
7664,1041
7665,1039
7666,1044
7667,1019
7668,1018
7669,1032
7670,1020
7671,1023
7672,1033
7673,1041
7674,1042
7675,1034
7676,1009
7677,1051
7678,1037
7679,1009
7680,1019
7681,1008
7682,1022
7683,1002
7684,1005
7685,1008
7686,1029
7687,997
7688,1007
7689,1013
7690,1019
7691,1013
7692,1006
7693,998
7694,1003
7695,1007
7696,1019
7697,1019
7698,1002
7699,1010
7700,999
7701,1003
7702,1004
7703,990
7704,994
7705,970
7706,969
7707,962
7708,978
7709,963
7710,958
7711,962
7712,951
7713,962
7714,953
7715,965
7716,945
7717,954
7718,955
7719,964
7720,962
7721,937
7722,940
7723,940
7724,931
7725,907
7726,907
7727,904
7728,890
7729,858
7730,883
7731,889
7732,880
7733,884
7734,885
7735,869
7736,873
7737,865
7738,836
7739,859
7740,860
7741,879
7742,880
7743,891
7744,900
7745,928
7746,930
7747,915
7748,906
7749,934
7750,937
7751,932
7752,922
7753,929
7754,931
7755,944
7756,968
7757,985
7758,983
7759,997
7760,1005
7761,1022
7762,1026
7763,1023
7764,1019
7765,1005
7766,948
7767,954
7768,901
7769,941
7770,971
7771,960
7772,1008
7773,1050
7774,1020
7775,911
7776,894
7777,883
7778,832
7779,864
7780,880
7781,907
7782,942
7783,922
7784,899
7785,893
7786,866
7787,890
7788,932
7789,917
7790,891
7791,923
7792,981
7793,998
7794,981
7795,924
7796,897
7797,901
7798,913
7799,898
7800,910
7801,899
7802,896
7803,891
7804,933
7805,845
7806,869
7807,915
7808,935
7809,1005
7810,975
7811,866
7812,901
7813,886
7814,948
7815,957
7816,894
7817,923
7818,892
7819,911
7820,944
7821,963
7822,945
7823,989
7824,980
7825,984
7826,999
7827,993
7828,999
7829,1014
7830,954
7831,949
7832,955
7833,959
7834,949
7835,948
7836,948
7837,973
7838,979
7839,970
7840,954
7841,957
7842,939
7843,977
7844,959
7845,946
7846,944
7847,964
7848,959
7849,959
7850,967
7851,982
7852,973
7853,970
7854,981
7855,988
7856,972
7857,978
7858,963
7859,1006
7860,1008
7861,988
7862,961
7863,965
7864,996
7865,957
7866,933
7867,932
7868,934
7869,940
7870,936
7871,943
7872,919
7873,919
7874,914
7875,907
7876,910
7877,917
7878,911
7879,945
7880,944
7881,940
7882,940
7883,950
7884,950
7885,939
7886,946
7887,954
7888,948
7889,947
7890,952
7891,951
7892,950
7893,950
7894,948
7895,965
7896,979
7897,991
7898,1016
7899,1080
7900,1100
7901,1156
7902,1262
7903,1336
7904,1442
7905,1622
7906,1634
7907,1710
7908,1706
7909,1768
7910,1830
7911,1857
7912,1886
7913,1859
7914,1824
7915,1889
7916,1909
7917,1843
7918,1783
7919,1814
7920,1863
7921,1857
7922,1889
7923,1872
7924,1877
7925,1878
7926,1888
7927,1804
7928,1892
7929,1903
7930,1856
7931,1778
7932,1852
7933,1790
7934,1749
7935,1679
7936,1629
7937,1580
7938,1517
7939,1372
7940,1330
7941,1262
7942,1238
7943,1203
7944,1160
7945,1124
7946,1109
7947,1101
7948,1105
7949,1097
7950,1086
7951,1085
7952,1075
7953,1085
7954,1078
7955,1064
7956,1078
7957,1078
7958,1073
7959,1097
7960,1075
7961,1085
7962,1075
7963,1084
7964,1068
7965,1070
7966,1067
7967,1083
7968,1067
7969,1066
7970,1060
7971,1062
7972,1048
7973,1045
7974,1041
7975,1043
7976,1051
7977,1034
7978,1037
7979,1049
7980,1031
7981,1024
7982,1016
7983,1014
7984,1013
7985,1029
7986,1031
7987,1025
7988,1035
7989,1056
7990,1032
7991,1059
7992,1074
7993,1095
7994,1145
7995,1219
7996,1212
7997,1286
7998,1326
7999,1456
8000,1534
8001,1646
8002,1677
8003,1732
8004,1840
8005,1992
8006,1919
8007,1824
8008,1769
8009,1782
8010,1807
8011,1771
8012,1792
8013,1858
8014,1813
8015,1768
8016,1719
8017,1697
8018,1711
8019,1694
8020,1688
8021,1703
8022,1722
8023,1721
8024,1678
8025,1666
8026,1691
8027,1661
8028,1633
8029,1608
8030,1586
8031,1568
8032,1529
8033,1497
8034,1418
8035,1315
8036,1254
8037,1212
8038,1189
8039,1142
8040,1117
8041,1090
8042,1056
8043,1059
8044,1081
8045,1071
8046,1068
8047,1060
8048,1045
8049,1056
8050,1041
8051,1036
8052,1017
8053,1028
8054,1015
8055,1040
8056,1061
8057,1047
8058,1041
8059,1068
8060,1066
8061,1054
8062,1079
8063,1075
8064,1085
8065,1079
8066,1082
8067,1100
8068,1072
8069,1063
8070,1041
8071,986
8072,1029
8073,1037
8074,1054
8075,1060
8076,1029
8077,1023
8078,1004
8079,969
8080,969
8081,1001
8082,994
8083,1039
8084,1026
8085,1012
8086,1016
8087,1041
8088,1078
8089,1100
8090,1149
8091,1156
8092,1182
8093,1278
8094,1338
8095,1431
8096,1547
8097,1685
8098,1727
8099,1785
8100,1747
8101,1760
8102,1795
8103,1832
8104,1848
8105,1809
8106,1804
8107,1820
8108,1829
8109,1796
8110,1769
8111,1768
8112,1755
8113,1734
8114,1775
8115,1768
8116,1731
8117,1729
8118,1750
8119,1761
8120,1709
8121,1724
8122,1760
8123,1700
8124,1686
8125,1670
8126,1644
8127,1612
8128,1557
8129,1528
8130,1424
8131,1332
8132,1291
8133,1240
8134,1194
8135,1243
8136,1261
8137,1217
8138,1164
8139,1158
8140,1138
8141,1127
8142,1126
8143,1090
8144,1035
8145,1004
8146,996
8147,1025
8148,1046
8149,1043
8150,1012
8151,1047
8152,1034
8153,1017
8154,1041
8155,1030
8156,1029
8157,1005
8158,1009
8159,1069
8160,1060
8161,1099
8162,1100
8163,1069
8164,1058
8165,1037
8166,1027
8167,1013
8168,1018
8169,989
8170,973
8171,953
8172,982
8173,1020
8174,1036
8175,1001
8176,998
8177,1041
8178,1017
8179,1090
8180,1066
8181,1082
8182,1025
8183,1038
8184,1075
8185,1120
8186,1126
8187,1164
8188,1220
8189,1240
8190,1301
8191,1362
8192,1455
8193,1591
8194,1631
8195,1633
8196,1681
8197,1798
8198,1763
8199,1724
8200,1727
8201,1776
8202,1766
8203,1718
8204,1715
8205,1698
8206,1699
8207,1692
8208,1683
8209,1603
8210,1612
8211,1594
8212,1638
8213,1602
8214,1640
8215,1602
8216,1544
8217,1580
8218,1534
8219,1562
8220,1555
8221,1497
8222,1500
8223,1490
8224,1456
8225,1445
8226,1396
8227,1275
8228,1229
8229,1184
8230,1154
8231,1083
8232,1038
8233,996
8234,1010
8235,980
8236,972
8237,951
8238,944
8239,955
8240,966
8241,968
8242,980
8243,971
8244,972
8245,985
8246,970
8247,965
8248,978
8249,957
8250,938
8251,906
8252,921
8253,890
8254,884
8255,879
8256,846
8257,1030
8258,1122
8259,1104
8260,1086
8261,1074
8262,1070
8263,1069
8264,1050
8265,1060
8266,1072
8267,1062
8268,1080
8269,1081
8270,1014
8271,843
8272,880
8273,894
8274,882
8275,888
8276,910
8277,904
8278,911
8279,933
8280,931
8281,925
8282,924
8283,910
8284,909
8285,907
8286,923
8287,937
8288,967
8289,936
8290,947
8291,1029
8292,1051
8293,997
8294,1005
8295,1009
8296,1016
8297,1011
8298,985
8299,968
8300,975
8301,1000
8302,975
8303,968
8304,964
8305,977
8306,964
8307,971
8308,969
8309,949
8310,946
8311,951
8312,965
8313,969
8314,970
8315,955
8316,912
8317,882
8318,901
8319,890
8320,895
8321,899
8322,901
8323,902
8324,907
8325,903
8326,893
8327,900
8328,903
8329,889
8330,891
8331,909
8332,904
8333,920
8334,913
8335,927
8336,945
8337,936
8338,940
8339,925
8340,928
8341,951
8342,937
8343,927
8344,921
8345,915
8346,918
8347,920
8348,915
8349,902
8350,923
8351,901
8352,914
8353,915
8354,898
8355,893
8356,914
8357,910
8358,923
8359,922
8360,911
8361,909
8362,889
8363,903
8364,909
8365,899
8366,911
8367,901
8368,895
8369,906
8370,898
8371,892
8372,918
8373,890
8374,887
8375,911
8376,901
8377,935
8378,906
8379,877
8380,869
8381,868
8382,863
8383,883
8384,884
8385,885
8386,866
8387,886
8388,898
8389,924
8390,909
8391,890
8392,876
8393,889
8394,891
8395,903
8396,899
8397,856
8398,871
8399,881
8400,889
8401,868
8402,871
8403,855
8404,866
8405,864
8406,861
8407,868
8408,853
8409,870
8410,879
8411,871
8412,858
8413,854
8414,882
8415,885
8416,897
8417,892
8418,887
8419,909
8420,905
8421,888
8422,857
8423,857
8424,828
8425,834
8426,843
8427,878
8428,899
8429,890
8430,895
8431,881
8432,873
8433,900
8434,910
8435,927
8436,917
8437,919
8438,906
8439,892
8440,898
8441,866
8442,869
8443,866
8444,849
8445,847
8446,846
8447,870
8448,870
8449,904
8450,874
8451,866
8452,853
8453,860
8454,887
8455,885
8456,882
8457,878
8458,871
8459,841
8460,860
8461,876
8462,874
8463,886
8464,891
8465,870
8466,882
8467,842
8468,881
8469,888
8470,891
8471,877
8472,875
8473,863
8474,853
8475,869
8476,858
8477,875
8478,884
8479,879
8480,863
8481,864
8482,872
8483,873
8484,888
8485,894
8486,872
8487,887
8488,892
8489,876
8490,868
8491,864
8492,864
8493,879
8494,874
8495,885
8496,882
8497,885
8498,883
8499,869
8500,865
8501,870
8502,854
8503,855
8504,852
8505,861
8506,852
8507,847
8508,848
8509,851
8510,840
8511,844
8512,847
8513,859
8514,860
8515,845
8516,853
8517,864
8518,869
8519,857
8520,852
8521,870
8522,870
8523,858
8524,872
8525,868
8526,875
8527,885
8528,880
8529,899
8530,883
8531,896
8532,890
8533,895
8534,878
8535,877
8536,873
8537,871
8538,887
8539,884
8540,895
8541,897
8542,890
8543,897
8544,890
8545,899
8546,895
8547,908
8548,911
8549,902
8550,911
8551,889
8552,890
8553,902
8554,899
8555,889
8556,898
8557,882
8558,874
8559,863
8560,852
8561,843
8562,851
8563,844
8564,855
8565,870
8566,870
8567,885
8568,877
8569,884
8570,879
8571,903
8572,887
8573,898
8574,903
8575,911
8576,910
8577,917
8578,922
8579,916
8580,911
8581,885
8582,881
8583,859
8584,872
8585,860
8586,862
8587,877
8588,877
8589,849
8590,860
8591,872
8592,886
8593,856
8594,865
8595,888
8596,898
8597,890
8598,858
8599,851
8600,852
8601,845
8602,829
8603,838
8604,862
8605,861
8606,853
8607,860
8608,865
8609,873
8610,918
8611,895
8612,902
8613,883
8614,861
8615,870
8616,918
8617,904
8618,897
8619,889
8620,899
8621,891
8622,884
8623,886
8624,879
8625,882
8626,899
8627,902
8628,916
8629,911
8630,899
8631,900
8632,878
8633,849
8634,867
8635,850
8636,849
8637,868
8638,873
8639,881
8640,854
8641,875
8642,867
8643,897
8644,896
8645,896
8646,905
8647,916
8648,903
8649,901
8650,905
8651,921
8652,901
8653,891
8654,919
8655,903
8656,901
8657,935
8658,913
8659,915
8660,926
8661,921
8662,916
8663,930
8664,923
8665,928
8666,952
8667,993
8668,1044
8669,1120
8670,1177
8671,1262
8672,1338
8673,1467
8674,1526
8675,1561
8676,1557
8677,1655
8678,1647
8679,1592
8680,1655
8681,1606
8682,1420
8683,1388
8684,1429
8685,1541
8686,1670
8687,1624
8688,1637
8689,1660
8690,1685
8691,1713
8692,1685
8693,1641
8694,1626
8695,1612
8696,1575
8697,1582
8698,1610
8699,1583
8700,1567
8701,1576
8702,1538
8703,1520
8704,1496
8705,1425
8706,1341
8707,1223
8708,1182
8709,1155
8710,1136
8711,1107
8712,1080
8713,1051
8714,1046
8715,1034
8716,1041
8717,1038
8718,1039
8719,1018
8720,1020
8721,1025
8722,1026
8723,1035
8724,1030
8725,1030
8726,1036
8727,1033
8728,1019
8729,1008
8730,1038
8731,1023
8732,1006
8733,1015
8734,1022
8735,1013
8736,1030
8737,1021
8738,1008
8739,976
8740,984
8741,972
8742,989
8743,989
8744,1000
8745,973
8746,975
8747,966
8748,974
8749,978
8750,983
8751,984
8752,987
8753,982
8754,990
8755,1005
8756,1003
8757,1004
8758,1020
8759,1026
8760,1046
8761,1072
8762,1109
8763,1158
8764,1193
8765,1252
8766,1306
8767,1404
8768,1473
8769,1642
8770,1686
8771,1691
8772,1820
8773,1868
8774,1893
8775,1760
8776,1715
8777,1778
8778,1826
8779,1873
8780,1895
8781,1805
8782,1757
8783,1760
8784,1749
8785,1758
8786,1766
8787,1771
8788,1781
8789,1766
8790,1781
8791,1774
8792,1727
8793,1712
8794,1728
8795,1691
8796,1671
8797,1664
8798,1657
8799,1633
8800,1583
8801,1510
8802,1405
8803,1283
8804,1241
8805,1183
8806,1157
8807,1127
8808,1071
8809,1034
8810,1012
8811,1003
8812,992
8813,982
8814,974
8815,985
8816,976
8817,962
8818,987
8819,978
8820,985
8821,982
8822,988
8823,948
8824,926
8825,932
8826,943
8827,931
8828,946
8829,944
8830,936
8831,934
8832,947
8833,965
8834,982
8835,977
8836,974
8837,976
8838,991
8839,1004
8840,997
8841,946
8842,935
8843,944
8844,938
8845,981
8846,1005
8847,965
8848,912
8849,941
8850,952
8851,943
8852,932
8853,944
8854,955
8855,983
8856,1016
8857,1059
8858,1081
8859,1120
8860,1118
8861,1180
8862,1237
8863,1300
8864,1417
8865,1600
8866,1643
8867,1638
8868,1669
8869,1754
8870,1732
8871,1639
8872,1709
8873,1792
8874,1775
8875,1732
8876,1742
8877,1688
